transaction_id,customer_id,store_id,transaction_date,total_amount
86,C459,105,2024-01-10,17069.39
87,C487,104,2024-01-15,3019.85
88,C248,103,2024-01-08,15884.94
89,C376,105,2024-01-02,39390.94
91,C57,105,2024-01-18,20418.8
92,C79,103,2024-01-12,33534.0
93,C474,105,2024-01-17,32354.94
95,C6,103,2024-01-07,35450.22
96,C325,101,2024-01-11,3022.4
97,C378,102,2024-01-13,58498.12
98,C248,101,2024-01-05,23785.37
99,C352,101,2024-01-20,46298.14
100,C444,103,2024-01-02,23821.35
101,C147,102,2024-01-18,65585.79
102,C255,105,2024-01-19,5753.38
103,C321,105,2024-01-04,16317.57
104,C489,105,2024-01-19,16896.72
105,C191,102,2024-01-05,25057.4
106,C357,102,2024-01-20,13255.85
107,C49,103,2024-01-21,54811.82
108,C285,104,2024-01-18,21563.29
109,C440,101,2024-01-11,29464.82
110,C376,101,2024-01-09,50496.73
111,C19,104,2024-01-17,2485.64
112,C60,104,2024-01-03,4545.6
113,C41,103,2024-01-21,80104.42
114,C498,102,2024-01-10,6165.18
115,C97,101,2024-01-04,14476.14
116,C222,104,2024-01-16,652.61
117,C136,105,2024-01-11,11598.39
118,C214,104,2024-01-02,28539.09
119,C443,103,2024-01-03,16991.2
120,C162,103,2024-01-07,41759.48
121,C254,103,2024-01-05,17260.58
122,C376,105,2024-01-05,3686.35
123,C291,103,2024-01-13,50843.0
124,C147,102,2024-01-06,113146.22
125,C97,102,2024-01-16,16542.85
126,C425,105,2024-01-14,54008.95
127,C264,103,2024-01-20,18155.23
128,C62,102,2024-01-16,24732.26
129,C458,103,2024-01-11,16339.84
130,C28,105,2024-01-07,70623.03
131,C314,103,2024-01-05,26446.8
132,C147,104,2024-01-10,25289.12
133,C249,103,2024-01-16,19921.99
134,C33,101,2024-01-04,18030.35
135,C38,101,2024-01-06,21232.58
136,C44,103,2024-01-18,22538.66
137,C395,104,2024-01-02,6144.62
138,C95,103,2024-01-08,5036.46
139,C98,105,2024-01-15,10529.95
140,C69,105,2024-01-06,26765.83
141,C160,104,2024-01-21,35389.17
142,C305,101,2024-01-18,9054.86
143,C230,101,2024-01-16,8370.83
144,C88,101,2024-01-08,25188.79
145,C417,102,2024-01-06,71768.49
146,C461,103,2024-01-04,29356.4
147,C167,101,2024-01-10,28670.35
148,C373,101,2024-01-01,52720.23
149,C281,103,2024-01-19,46670.86
150,C420,103,2024-01-09,32489.88
151,C13,103,2024-01-10,7217.17
152,C50,103,2024-01-02,4434.95
153,C420,103,2024-01-19,37260.72
154,C97,102,2024-01-14,12674.52
155,C158,101,2024-01-16,4892.12
156,C157,102,2024-01-11,15101.88
158,C285,103,2024-01-05,33914.07
159,C312,103,2024-01-06,58247.74
160,C183,105,2024-01-14,14758.74
161,C409,105,2024-01-10,42596.57
162,C453,102,2024-01-14,40776.54
163,C228,101,2024-01-17,13458.54
164,C385,102,2024-01-12,22686.92
165,C378,104,2024-01-02,32774.22
166,C299,103,2024-01-19,21597.0
167,C214,102,2024-01-09,12672.54
168,C118,102,2024-01-02,40332.88
169,C132,103,2024-01-08,39339.34
170,C20,102,2024-01-09,36830.44
171,C375,103,2024-01-17,15347.23
172,C50,102,2024-01-04,27921.03
173,C416,102,2024-01-01,18032.44
174,C350,105,2024-01-05,20914.69
175,C370,102,2024-01-04,38899.12
176,C338,104,2024-01-17,4053.2
177,C24,101,2024-01-02,3833.61
178,C313,102,2024-01-06,47196.43
179,C137,104,2024-01-05,23574.25
180,C339,105,2024-01-01,27266.14
181,C209,102,2024-01-20,31483.37
182,C448,105,2024-01-20,65052.03
183,C381,104,2024-01-02,48994.01
184,C137,101,2024-01-18,12701.68
185,C197,105,2024-01-01,31673.53
186,C243,105,2024-01-18,24018.82
188,C341,105,2024-01-05,10000.08
189,C428,101,2024-01-19,27808.0
191,C378,102,2024-01-10,30586.37
192,C376,102,2024-01-10,38538.14
193,C34,101,2024-01-13,41971.65
194,C130,105,2024-01-07,50297.48
195,C2,104,2024-01-21,49706.44
196,C27,105,2024-01-21,16207.02
197,C240,102,2024-01-02,4859.58
198,C291,104,2024-01-11,20235.81
199,C193,105,2024-01-12,6866.78
200,C118,101,2024-01-01,20982.69
201,C162,105,2024-01-14,55386.68
202,C165,102,2024-01-15,17320.81
203,C378,103,2024-01-07,72786.21
204,C247,102,2024-01-16,3840.81
205,C487,103,2024-01-07,14881.2
206,C113,103,2024-01-19,15750.08
207,C51,103,2024-01-03,19088.6
209,C11,102,2024-01-03,11819.0
210,C11,103,2024-01-01,39178.36
211,C454,104,2024-01-13,33070.54
212,C392,102,2024-01-08,8640.15
213,C95,104,2024-01-03,13708.32
214,C58,104,2024-01-07,32275.74
215,C19,103,2024-01-21,88614.71
216,C494,104,2024-01-15,2393.44
217,C8,103,2024-01-01,4892.12
218,C160,103,2024-01-11,2592.6
219,C321,104,2024-01-17,13191.39
220,C196,101,2024-01-16,15866.22
221,C347,101,2024-01-11,11578.56
222,C474,101,2024-01-19,11104.85
223,C65,103,2024-01-05,3306.5
224,C330,104,2024-01-02,5407.08
225,C144,105,2024-01-02,26080.47
226,C307,105,2024-01-14,21974.1
227,C135,102,2024-01-04,9901.16
228,C95,102,2024-01-03,19099.6
229,C321,101,2024-01-08,1322.6
230,C118,102,2024-01-13,54798.12
231,C428,105,2024-01-09,7180.32
232,C422,104,2024-01-19,32714.36
233,C230,103,2024-01-14,47586.85
234,C50,102,2024-01-18,9578.29
235,C446,104,2024-01-20,29373.46
236,C220,104,2024-01-05,13741.69
237,C114,101,2024-01-09,31695.95
238,C13,102,2024-01-03,5796.54
239,C50,103,2024-01-09,64065.36
240,C109,103,2024-01-07,56530.93
241,C125,102,2024-01-01,10593.43
242,C442,102,2024-01-09,3605.13
243,C57,105,2024-01-10,16111.25
244,C191,102,2024-01-16,1242.82
245,C442,104,2024-01-20,67513.99
246,C139,104,2024-01-05,15819.85
247,C167,101,2024-01-16,8766.2
248,C137,103,2024-01-12,3223.98
249,C64,102,2024-01-13,118811.26
250,C490,104,2024-01-08,4398.66
251,C60,102,2024-01-03,8106.4
252,C194,101,2024-01-10,3391.27
253,C411,105,2024-01-17,15601.52
254,C49,101,2024-01-12,6743.12
255,C141,104,2024-01-12,11191.17
256,C106,102,2024-01-21,37472.83
257,C34,105,2024-01-12,10469.88
258,C318,105,2024-01-21,17997.25
259,C143,105,2024-01-16,4098.51
260,C26,101,2024-01-14,29690.87
261,C352,101,2024-01-05,10080.43
262,C179,103,2024-01-18,38297.4
263,C198,104,2024-01-04,5040.93
264,C316,101,2024-01-14,30226.82
265,C393,105,2024-01-04,18900.84
266,C298,105,2024-01-04,3686.35
267,C45,101,2024-01-14,7635.87
268,C92,101,2024-01-18,3747.56
269,C126,102,2024-01-03,16145.74
271,C204,103,2024-01-08,7186.9
272,C445,104,2024-01-14,15433.9
273,C487,101,2024-01-12,3249.97
275,C464,105,2024-01-15,19016.65
276,C313,103,2024-01-11,27566.48
277,C88,103,2024-01-14,42000.35
278,C189,101,2024-01-21,19642.06
280,C220,102,2024-01-16,4000.35
281,C395,103,2024-01-15,66132.39
282,C482,101,2024-01-09,39666.99
284,C425,105,2024-01-05,6044.8
285,C172,101,2024-01-09,14241.33
286,C155,103,2024-01-14,32192.75
287,C5,104,2024-01-20,66152.58
288,C150,105,2024-01-13,53943.42
289,C143,104,2024-01-13,36276.26
290,C209,103,2024-01-12,13918.4
291,C34,102,2024-01-10,18191.25
292,C310,101,2024-01-11,29078.6
293,C383,102,2024-01-01,3889.15
294,C189,104,2024-01-18,27227.8
295,C11,102,2024-01-02,5760.1
296,C311,101,2024-01-03,18180.4
297,C418,105,2024-01-08,4421.67
298,C86,104,2024-01-18,18752.25
299,C370,102,2024-01-01,43033.73
300,C451,103,2024-01-09,14476.14
301,C52,105,2024-01-11,6394.15
303,C422,105,2024-01-02,18633.02
304,C207,103,2024-01-20,40942.83
305,C299,104,2024-01-18,2685.6
306,C112,103,2024-01-08,27609.12
307,C449,104,2024-01-01,17388.23
308,C258,103,2024-01-04,29844.09
309,C272,101,2024-01-08,35199.31
310,C102,102,2024-01-10,24832.46
311,C50,101,2024-01-15,22625.49
312,C316,103,2024-01-16,8532.02
313,C108,103,2024-01-16,12259.69
314,C187,102,2024-01-15,21588.51
315,C348,103,2024-01-21,22001.29
316,C70,105,2024-01-13,54596.03
317,C198,105,2024-01-01,16921.05
318,C141,102,2024-01-11,46079.6
319,C162,102,2024-01-05,15381.78
320,C69,103,2024-01-21,41430.07
321,C143,101,2024-01-20,35171.7
322,C230,101,2024-01-20,27096.72
323,C448,102,2024-01-19,24857.1
324,C40,101,2024-01-06,71084.88
325,C144,105,2024-01-13,153733.36
326,C95,101,2024-01-08,21013.97
327,C145,103,2024-01-14,143979.66
328,C230,104,2024-01-11,33900.71
329,C135,101,2024-01-18,20069.81
330,C264,101,2024-01-03,30463.78
331,C24,105,2024-01-16,12252.39
332,C491,103,2024-01-04,9648.8
333,C424,104,2024-01-07,24341.35
334,C176,104,2024-01-10,53859.55
335,C237,102,2024-01-06,76373.11
336,C172,105,2024-01-21,59341.06
337,C176,105,2024-01-06,46784.99
338,C487,105,2024-01-03,3864.36
340,C450,104,2024-01-21,30746.03
341,C44,104,2024-01-11,23295.16
342,C70,105,2024-01-16,12199.56
343,C357,102,2024-01-20,48976.36
344,C490,103,2024-01-09,13565.08
345,C264,101,2024-01-17,36510.32
346,C146,102,2024-01-21,65821.4
347,C25,104,2024-01-13,38994.07
349,C241,102,2024-01-16,10303.08
350,C84,101,2024-01-06,15736.16
351,C424,105,2024-01-15,18130.23
352,C312,101,2024-01-13,34805.39
353,C293,105,2024-01-15,14218.68
354,C315,103,2024-01-17,29199.05
355,C95,103,2024-01-17,7180.32
356,C249,105,2024-01-14,34587.29
357,C271,102,2024-01-07,38730.5
358,C115,103,2024-01-03,2149.32
359,C242,104,2024-01-02,3072.31
360,C149,104,2024-01-15,1273.32
361,C422,103,2024-01-12,14205.88
362,C47,101,2024-01-21,77606.15
363,C222,102,2024-01-08,24640.35
364,C492,103,2024-01-12,18484.45
365,C416,104,2024-01-20,35218.99
366,C283,102,2024-01-06,12050.63
368,C482,102,2024-01-21,55372.05
369,C373,102,2024-01-10,27748.94
370,C141,101,2024-01-18,2645.2
371,C82,103,2024-01-02,17226.68
372,C80,104,2024-01-08,18103.77
373,C325,104,2024-01-05,17373.79
374,C40,104,2024-01-07,34452.76
375,C298,103,2024-01-15,5918.62
376,C240,101,2024-01-20,81188.62
377,C144,104,2024-01-05,35778.52
378,C482,105,2024-01-14,29719.45
380,C66,102,2024-01-10,19330.65
381,C66,104,2024-01-04,70483.87
382,C136,104,2024-01-05,11911.31
383,C422,102,2024-01-17,5567.93
384,C19,103,2024-01-13,77283.44
385,C51,102,2024-01-07,57053.87
386,C9,101,2024-01-11,25777.91
387,C198,102,2024-01-13,37693.77
388,C291,105,2024-01-04,13462.62
389,C130,103,2024-01-19,27820.98
390,C168,102,2024-01-09,18621.22
391,C463,105,2024-01-04,48300.16
392,C49,103,2024-01-15,54804.96
393,C237,102,2024-01-16,6868.72
394,C370,104,2024-01-13,52103.89
395,C448,104,2024-01-04,29610.52
396,C141,102,2024-01-06,33899.34
398,C329,104,2024-01-03,3593.45
399,C316,102,2024-01-08,25494.38
400,C487,101,2024-01-20,25109.73
401,C170,105,2024-01-12,28791.43
402,C313,101,2024-01-20,47088.17
403,C19,103,2024-01-18,17548.28
404,C381,102,2024-01-13,20501.58
406,C121,105,2024-01-01,20384.27
407,C298,104,2024-01-21,41684.42
408,C460,104,2024-01-17,42495.58
409,C444,102,2024-01-10,32309.11
410,C472,104,2024-01-18,19144.35
411,C50,102,2024-01-04,23209.37
412,C15,105,2024-01-11,4482.14
413,C49,102,2024-01-10,58948.63
414,C99,103,2024-01-13,24824.63
415,C38,103,2024-01-15,12159.6
416,C477,102,2024-01-08,17166.95
417,C375,102,2024-01-05,7340.91
418,C113,102,2024-01-04,12470.85
419,C341,104,2024-01-09,25502.16
420,C485,102,2024-01-05,11251.35
421,C212,104,2024-01-03,42528.98
422,C376,101,2024-01-18,7941.44
423,C291,103,2024-01-13,40077.37
424,C261,103,2024-01-21,80224.52
425,C423,101,2024-01-03,6499.94
426,C2,102,2024-01-02,5745.25
427,C122,103,2024-01-20,73053.62
428,C116,102,2024-01-16,7714.31
429,C217,105,2024-01-07,67725.7
431,C37,103,2024-01-18,27152.46
432,C471,103,2024-01-18,1273.8
433,C198,101,2024-01-17,22824.31
434,C78,105,2024-01-21,64568.27
435,C130,104,2024-01-03,18575.87
436,C455,101,2024-01-18,17390.0
437,C146,102,2024-01-21,81336.76
438,C57,102,2024-01-09,3859.52
439,C51,103,2024-01-11,37986.44
440,C427,104,2024-01-13,32331.05
441,C351,104,2024-01-09,28630.82
442,C180,101,2024-01-04,44225.99
443,C443,101,2024-01-03,4410.63
444,C410,102,2024-01-05,32806.87
445,C36,104,2024-01-04,53085.96
446,C42,105,2024-01-04,23766.11
447,C111,105,2024-01-03,20098.83
448,C19,101,2024-01-01,784.19
449,C45,105,2024-01-21,52276.84
450,C66,104,2024-01-19,5621.34
451,C22,101,2024-01-21,53466.19
452,C264,103,2024-01-14,38673.92
453,C458,101,2024-01-08,23099.65
454,C316,103,2024-01-02,24620.0
455,C95,105,2024-01-03,17954.31
456,C230,104,2024-01-18,9973.8
457,C464,102,2024-01-13,44375.48
458,C146,104,2024-01-03,5956.08
459,C222,104,2024-01-14,37382.12
460,C245,104,2024-01-07,59167.57
461,C316,104,2024-01-03,25066.09
462,C486,101,2024-01-14,51086.89
463,C442,102,2024-01-17,9705.04
464,C376,105,2024-01-07,13052.94
465,C158,103,2024-01-09,5121.08
466,C180,102,2024-01-20,46081.75
467,C203,102,2024-01-06,43412.12
468,C220,105,2024-01-15,21209.26
469,C301,104,2024-01-04,41681.94
470,C473,101,2024-01-19,25469.92
471,C422,101,2024-01-20,91919.35
472,C1,102,2024-01-21,30786.8
473,C390,102,2024-01-07,44949.08
474,C217,101,2024-01-07,51440.48
475,C260,104,2024-01-14,28600.08
476,C452,101,2024-01-14,28371.1
477,C341,103,2024-01-21,67879.88
478,C157,103,2024-01-16,5744.44
479,C303,102,2024-01-03,34366.34
480,C447,102,2024-01-11,27642.37
481,C264,104,2024-01-03,21846.45
482,C158,101,2024-01-18,35711.95
483,C155,102,2024-01-21,64400.09
484,C456,101,2024-01-04,12937.75
488,C450,104,2024-01-19,8445.05
489,C72,105,2024-01-02,2592.6
490,C22,104,2024-01-04,8130.78
491,C245,103,2024-01-15,24085.89
492,C217,104,2024-01-04,27648.68
493,C285,104,2024-01-21,56959.72
494,C335,103,2024-01-06,18342.23
495,C138,102,2024-01-06,17688.2
496,C305,101,2024-01-06,110423.53
497,C66,104,2024-01-01,14433.15
498,C246,105,2024-01-08,10303.08
499,C412,101,2024-01-10,10996.65
500,C407,102,2024-01-14,16175.11
501,C126,105,2024-01-14,90487.23
503,C209,104,2024-01-02,13157.35
504,C396,103,2024-01-17,13878.22
505,C143,102,2024-01-07,67828.74
506,C335,105,2024-01-05,20393.21
507,C50,102,2024-01-02,20349.91
508,C316,102,2024-01-17,11782.25
509,C494,104,2024-01-15,31068.74
510,C411,103,2024-01-20,13975.12
511,C49,103,2024-01-08,14400.25
512,C239,102,2024-01-20,27651.94
514,C463,105,2024-01-18,16561.54
515,C214,104,2024-01-04,7558.6
516,C306,101,2024-01-19,14505.76
517,C411,101,2024-01-02,3200.28
518,C193,101,2024-01-11,11609.98
519,C40,101,2024-01-08,34666.25
520,C200,101,2024-01-17,13428.0
521,C448,101,2024-01-20,16536.08
522,C385,101,2024-01-18,37064.65
523,C121,102,2024-01-04,27799.35
524,C58,104,2024-01-06,41857.5
525,C4,104,2024-01-09,10780.35
526,C275,105,2024-01-07,58588.45
527,C340,103,2024-01-10,12897.32
528,C197,103,2024-01-12,9201.24
529,C49,104,2024-01-21,70440.79
530,C90,102,2024-01-15,12137.63
531,C98,103,2024-01-01,9660.9
532,C497,103,2024-01-20,67007.47
533,C35,102,2024-01-13,40755.67
534,C372,105,2024-01-18,46833.95
535,C5,102,2024-01-14,118479.55
536,C416,102,2024-01-05,8222.97
537,C353,101,2024-01-05,11281.11
538,C437,102,2024-01-12,28133.38
539,C287,102,2024-01-05,15099.25
540,C20,102,2024-01-19,3412.88
541,C488,104,2024-01-13,51389.24
542,C239,105,2024-01-21,32459.75
543,C484,103,2024-01-02,22405.55
544,C497,103,2024-01-07,45061.84
546,C350,104,2024-01-17,28470.85
547,C305,101,2024-01-17,26120.37
548,C203,102,2024-01-04,21437.64
549,C97,102,2024-01-05,9326.46
550,C235,101,2024-01-16,51761.47
551,C333,103,2024-01-18,25255.79
552,C321,102,2024-01-06,30218.79
553,C459,103,2024-01-11,13193.87
554,C264,104,2024-01-13,42647.24
555,C326,103,2024-01-07,34838.97
556,C335,101,2024-01-05,37887.11
557,C193,101,2024-01-21,76850.95
558,C311,105,2024-01-06,8970.8
559,C180,103,2024-01-16,6365.89
560,C427,103,2024-01-13,60739.0
561,C106,104,2024-01-19,55365.54
562,C130,104,2024-01-11,8978.43
563,C206,101,2024-01-04,16414.09
564,C398,101,2024-01-03,8767.89
566,C235,102,2024-01-08,43589.73
567,C152,105,2024-01-20,72900.75
568,C196,103,2024-01-20,72531.05
569,C49,105,2024-01-02,5420.52
571,C50,103,2024-01-09,7558.6
572,C302,104,2024-01-08,29990.75
573,C351,105,2024-01-19,19301.52
574,C307,105,2024-01-07,7191.79
575,C2,103,2024-01-18,7171.2
576,C442,105,2024-01-20,69172.33
577,C270,101,2024-01-21,54758.77
578,C183,103,2024-01-03,41508.47
579,C17,103,2024-01-11,11967.2
580,C172,103,2024-01-18,6181.74
581,C314,101,2024-01-11,46977.79
582,C491,103,2024-01-14,42388.49
583,C52,101,2024-01-11,23076.72
584,C106,102,2024-01-11,5621.62
585,C312,101,2024-01-03,27521.57
586,C157,105,2024-01-03,41265.02
587,C94,105,2024-01-07,64711.08
588,C164,102,2024-01-19,34315.98
589,C450,102,2024-01-21,40032.13
590,C145,105,2024-01-17,18753.45
591,C414,101,2024-01-09,25580.27
592,C14,104,2024-01-01,21597.0
593,C22,103,2024-01-02,3024.14
594,C97,102,2024-01-20,31945.86
595,C317,101,2024-01-05,1878.61
597,C395,105,2024-01-04,3638.25
598,C206,103,2024-01-17,22249.95
599,C57,103,2024-01-06,21756.48
600,C293,105,2024-01-10,6044.8
601,C494,105,2024-01-14,32946.45
602,C394,102,2024-01-03,9260.21
603,C20,105,2024-01-16,1432.46
604,C50,102,2024-01-18,17739.8
605,C386,102,2024-01-06,15255.34
606,C55,101,2024-01-19,23099.65
607,C285,105,2024-01-14,71802.35
608,C123,104,2024-01-09,19138.47
609,C289,101,2024-01-17,18871.64
610,C407,102,2024-01-16,14275.65
611,C187,103,2024-01-13,45024.09
612,C95,102,2024-01-09,19220.11
613,C144,102,2024-01-15,2444.48
614,C321,101,2024-01-21,59395.05
615,C9,104,2024-01-14,51012.06
616,C172,101,2024-01-17,38978.39
617,C64,102,2024-01-11,11666.32
618,C51,105,2024-01-16,37914.8
619,C393,105,2024-01-01,31613.07
620,C500,102,2024-01-04,43678.79
621,C45,103,2024-01-21,69542.11
622,C261,101,2024-01-01,7198.44
623,C168,101,2024-01-13,41848.46
624,C105,102,2024-01-04,23459.15
625,C235,105,2024-01-14,31042.09
626,C104,104,2024-01-01,2645.2
627,C372,104,2024-01-18,10340.75
628,C79,103,2024-01-13,49594.4
629,C91,103,2024-01-14,64896.4
630,C80,101,2024-01-14,135058.78
631,C69,103,2024-01-20,54366.67
632,C118,105,2024-01-02,5287.75
633,C147,103,2024-01-02,13351.6
634,C17,105,2024-01-18,16542.06
635,C95,104,2024-01-15,11033.59
636,C315,105,2024-01-21,17394.34
637,C230,102,2024-01-09,29792.46
638,C249,103,2024-01-14,46479.07
639,C472,104,2024-01-06,24900.27
640,C39,102,2024-01-08,36693.22
641,C55,103,2024-01-07,29537.34
642,C20,102,2024-01-10,13331.12
643,C103,102,2024-01-14,78601.37
644,C255,101,2024-01-12,6038.47
645,C331,104,2024-01-09,25297.25
646,C138,102,2024-01-17,26994.87
647,C269,102,2024-01-17,17401.75
648,C395,104,2024-01-03,43938.21
649,C249,102,2024-01-01,34958.42
651,C381,101,2024-01-16,7941.44
652,C428,101,2024-01-15,30600.02
653,C481,102,2024-01-21,55654.63
654,C330,102,2024-01-20,55952.62
655,C55,105,2024-01-10,25458.97
656,C212,104,2024-01-18,27119.41
657,C417,101,2024-01-10,7732.26
658,C167,102,2024-01-05,34025.65
659,C492,101,2024-01-21,26507.15
660,C104,101,2024-01-19,28635.68
662,C488,101,2024-01-16,13939.94
664,C449,104,2024-01-16,17967.25
665,C344,103,2024-01-08,9303.36
666,C393,102,2024-01-06,68491.12
667,C25,102,2024-01-02,21669.18
668,C279,102,2024-01-04,15036.52
669,C258,105,2024-01-10,30772.51
670,C164,102,2024-01-14,18735.51
671,C26,105,2024-01-15,2546.76
672,C351,103,2024-01-07,38243.48
673,C261,104,2024-01-18,2880.05
674,C120,101,2024-01-21,26039.19
675,C201,105,2024-01-19,5508.04
676,C393,105,2024-01-09,23282.52
677,C52,101,2024-01-13,41053.53
678,C448,103,2024-01-01,16664.46
679,C217,105,2024-01-18,8913.69
680,C341,105,2024-01-18,11409.99
681,C358,102,2024-01-05,26459.28
682,C95,105,2024-01-21,53448.82
683,C243,104,2024-01-11,7002.28
684,C137,101,2024-01-17,18743.21
686,C407,105,2024-01-16,14821.86
687,C491,101,2024-01-19,54811.78
688,C287,101,2024-01-15,7078.64
689,C498,105,2024-01-06,19931.71
690,C273,101,2024-01-12,2685.6
691,C181,105,2024-01-19,3970.72
692,C494,102,2024-01-08,18801.85
694,C356,105,2024-01-18,19004.0
695,C305,104,2024-01-01,25906.28
696,C154,104,2024-01-01,51666.06
697,C25,101,2024-01-05,4224.18
698,C442,102,2024-01-21,29208.32
699,C264,101,2024-01-11,15612.97
700,C130,101,2024-01-21,55406.05
701,C88,105,2024-01-07,27945.0
702,C156,103,2024-01-05,38590.64
704,C144,102,2024-01-15,19354.44
705,C375,101,2024-01-14,57874.21
706,C50,102,2024-01-09,23011.53
707,C119,105,2024-01-14,27989.72
708,C382,103,2024-01-13,67936.88
709,C37,101,2024-01-12,6971.03
710,C126,105,2024-01-14,72253.15
711,C496,101,2024-01-14,40809.2
712,C458,101,2024-01-03,1873.78
713,C69,101,2024-01-07,32104.88
714,C300,103,2024-01-05,30787.18
715,C87,101,2024-01-14,71688.56
716,C118,101,2024-01-16,16866.17
717,C183,102,2024-01-09,189582.4
718,C29,103,2024-01-04,18531.96
719,C444,101,2024-01-04,98888.21
720,C156,104,2024-01-18,2858.61
721,C337,103,2024-01-08,12848.82
722,C261,101,2024-01-08,47633.57
723,C249,101,2024-01-13,29052.09
724,C72,105,2024-01-13,29037.97
725,C97,102,2024-01-20,35832.49
726,C4,102,2024-01-05,23473.59
727,C147,101,2024-01-13,43275.13
728,C194,101,2024-01-20,47998.77
729,C66,104,2024-01-04,42075.94
730,C329,101,2024-01-07,33414.31
731,C391,102,2024-01-12,5420.52
732,C316,103,2024-01-13,28478.49
733,C327,101,2024-01-10,22937.62
734,C123,101,2024-01-13,40658.8
735,C182,105,2024-01-02,9067.2
736,C444,101,2024-01-03,15334.44
739,C239,103,2024-01-13,43184.45
740,C492,102,2024-01-12,7180.32
741,C173,102,2024-01-04,244884.86
742,C160,103,2024-01-14,26646.45
743,C59,102,2024-01-16,19034.8
744,C198,103,2024-01-02,21832.39
747,C478,104,2024-01-05,46802.73
748,C95,102,2024-01-11,38992.98
749,C373,105,2024-01-02,9577.04
750,C375,103,2024-01-15,34934.6
751,C183,102,2024-01-16,31635.54
752,C192,105,2024-01-17,463.6
753,C316,105,2024-01-20,43943.68
754,C132,104,2024-01-04,29875.47
755,C302,101,2024-01-21,38845.16
756,C401,102,2024-01-13,88273.24
757,C18,104,2024-01-16,28047.85
758,C246,104,2024-01-15,6730.32
759,C300,103,2024-01-21,22410.16
760,C297,105,2024-01-08,25159.52
761,C342,102,2024-01-14,14744.04
762,C79,102,2024-01-09,13428.0
763,C80,102,2024-01-04,20058.18
764,C114,105,2024-01-12,6916.66
765,C147,101,2024-01-15,10160.08
766,C194,104,2024-01-14,68589.98
767,C185,105,2024-01-04,21597.0
768,C30,105,2024-01-10,8469.85
769,C108,105,2024-01-03,18922.75
770,C383,101,2024-01-20,54341.27
771,C24,102,2024-01-07,84741.63
772,C78,101,2024-01-13,17834.27
773,C49,101,2024-01-04,27333.71
774,C411,104,2024-01-06,48135.13
775,C216,103,2024-01-07,41236.44
